CustomerID,Gender,Age,Annual_Income,Spending_Score,Profession,Work_Experience,Family_Size
713,1,69,153217,83,Healthcare,1,6
714,0,62,92768,75,Doctor,1,1
715,1,54,132345,10,Artist,0,2
716,1,60,186069,49,Marketing,1,2
717,1,31,53802,32,Artist,1,7
718,1,17,103739,62,Healthcare,6,4
719,1,15,50550,34,Healthcare,9,7
720,1,37,145648,21,Healthcare,7,6
721,0,36,85737,37,Executive,0,3
722,1,27,99950,20,Entertainment,0,4
723,1,11,83220,21,Engineer,7,4
724,0,83,73410,50,Entertainment,8,5
725,1,71,64310,43,Marketing,2,1
726,1,20,59844,79,Doctor,0,1
727,0,3,67787,1,Executive,1,6
728,0,52,172841,4,Engineer,0,1
729,0,75,145528,61,Healthcare,1,2
730,0,36,173807,42,Artist,0,2
731,0,60,185794,69,Entertainment,7,1
732,0,8,119780,71,Healthcare,1,3
733,1,9,158596,86,Artist,1,2
734,1,41,118122,52,Entertainment,0,6
735,0,38,99964,11,Healthcare,7,4
736,1,69,120752,27,Executive,1,6
737,1,33,189630,53,Executive,5,5
738,0,64,125510,6,Healthcare,3,3
739,0,19,101799,49,Engineer,1,1
740,1,88,92914,74,Artist,0,3
741,1,91,162465,59,Engineer,9,3
742,0,84,163818,27,Engineer,2,1
743,1,43,53832,56,Entertainment,4,1
744,1,30,140190,49,Engineer,1,4
745,0,16,125836,69,Healthcare,1,4
746,0,89,100938,27,Entertainment,0,7
747,0,5,168670,37,Artist,1,3
748,1,54,176885,10,Entertainment,0,3
749,1,41,111174,28,Artist,4,5
750,0,80,127335,97,Artist,6,6
751,0,37,149103,3,Healthcare,10,1
752,0,87,167705,31,Healthcare,0,7
753,1,50,183548,85,Entertainment,1,4
754,1,14,50396,46,Lawyer,0,6
755,1,17,63557,3,Marketing,1,1
756,1,98,87878,55,Artist,1,6
757,0,3,55634,53,Engineer,8,3
758,1,83,118110,26,Engineer,1,5
759,0,13,129396,36,Artist,6,6
760,1,46,62628,64,Entertainment,8,6
761,1,25,51700,17,Healthcare,4,6
762,1,4,106816,49,Artist,7,5
763,0,64,93000,67,Lawyer,0,2
764,1,84,144148,71,Doctor,1,4
765,0,12,101388,90,Artist,0,2
766,1,56,171560,78,Engineer,0,2
767,0,58,156366,60,Entertainment,8,1
768,1,0,143910,22,Marketing,1,7
769,1,25,106569,84,Engineer,1,3
770,0,28,173009,25,Healthcare,9,6
771,0,78,54252,29,Engineer,0,5
772,0,56,104600,57,Entertainment,6,3
773,0,91,50250,54,Artist,0,2
774,0,77,93242,84,Entertainment,0,7
775,1,83,156839,38,Artist,3,7
776,1,64,71305,39,Artist,9,2
777,0,19,85975,73,Entertainment,0,6
778,0,94,188107,52,Engineer,10,2
779,0,19,82333,35,Marketing,1,2
780,0,84,125016,25,Entertainment,1,7
781,1,10,148908,10,Healthcare,2,3
782,1,19,58217,70,Artist,0,1
783,0,74,76521,29,Engineer,7,4
784,1,95,117763,42,Artist,1,2
785,1,34,115184,93,Homemaker,1,4
786,0,30,54251,7,Artist,2,6
787,1,53,112530,24,Entertainment,2,6
788,0,67,107409,2,Artist,1,6
789,1,23,84793,23,Homemaker,9,6
790,1,25,66952,79,Entertainment,1,2
791,1,84,153465,11,Lawyer,1,4
792,1,1,178214,17,Artist,1,7
793,0,70,152069,42,Entertainment,4,4
794,1,56,132860,17,Healthcare,7,2
795,1,0,147719,86,Lawyer,1,7
796,1,91,172915,29,Doctor,9,1
797,1,81,148594,29,Entertainment,3,5
798,0,33,61986,77,Executive,0,1
799,0,75,91456,13,Artist,1,4
800,0,11,166247,84,Executive,1,2
801,1,61,140516,50,Artist,0,3
802,0,81,148208,36,,5,7
803,1,62,133822,78,Marketing,0,4
804,1,44,175424,32,Artist,4,5
805,1,67,121528,92,Healthcare,8,4
806,1,30,189369,69,Healthcare,0,3
807,1,92,80808,26,Artist,1,1
808,0,25,57535,84,Entertainment,1,7
809,1,61,163509,51,Healthcare,0,4
810,1,72,75884,57,Executive,0,7
811,1,89,157759,52,Artist,1,6
812,1,37,184813,44,Executive,0,2
813,0,59,187253,51,Executive,8,7
814,0,41,81718,36,Entertainment,1,3
815,0,60,150019,37,Doctor,1,2
816,1,81,53452,73,Entertainment,1,6
817,0,85,150765,42,Homemaker,8,2
818,1,91,154456,71,,0,7
819,1,65,56647,12,Doctor,6,4
820,1,19,117477,48,Healthcare,6,7
821,1,78,79677,9,Artist,10,7
822,1,0,116759,28,Marketing,7,3
823,0,26,180702,21,Entertainment,6,1
824,1,2,122698,100,Entertainment,8,1
825,1,60,169346,55,Healthcare,7,2
826,1,67,93176,25,Artist,4,1
827,1,4,75853,40,Homemaker,4,5
828,0,7,119362,58,Engineer,8,1
829,0,28,81545,36,Artist,4,7
830,0,67,67372,75,Artist,0,7
831,1,30,109703,61,Executive,1,1
832,0,38,166697,39,Marketing,13,4
833,1,40,124982,34,Engineer,1,7
834,1,6,146776,83,Lawyer,1,7
835,1,3,147548,45,Executive,4,5
836,1,51,117620,60,Healthcare,7,6
837,0,63,85351,57,Healthcare,0,2
838,0,65,174432,8,Artist,0,7
839,0,44,70787,68,Doctor,1,3
840,1,90,75473,63,Healthcare,0,7
841,0,76,90082,49,Healthcare,1,6
842,1,62,185388,54,Healthcare,0,2
843,1,5,168110,69,Doctor,14,6
844,1,67,184628,38,Artist,12,2
845,1,38,176551,45,Healthcare,8,1
846,1,31,76422,21,Healthcare,9,7
847,0,2,164248,51,Entertainment,9,3
848,1,82,109188,38,Lawyer,5,7
849,1,66,132951,26,Healthcare,4,1
850,1,75,164598,32,Healthcare,8,1
851,0,69,186655,32,,7,2
852,1,62,111859,86,Healthcare,6,1
853,1,0,121926,41,Lawyer,7,1
854,1,11,143047,42,Executive,1,3
855,1,22,131748,23,Artist,1,3
856,0,76,142801,23,Lawyer,0,1
857,0,85,142723,46,Engineer,0,6
858,0,21,155151,16,Marketing,14,3
859,1,64,153607,48,Healthcare,1,4
860,0,94,144192,34,Healthcare,0,3
861,1,83,174159,22,Lawyer,4,4
862,1,93,73642,50,Marketing,0,3
863,1,12,170319,46,Artist,8,7
864,1,0,141351,10,Engineer,0,2
865,1,79,167411,9,Marketing,12,5
866,0,90,58289,49,Artist,5,6
867,1,45,79801,77,Doctor,0,2
868,1,82,146118,52,Marketing,8,7
869,1,57,57337,14,Healthcare,1,4
870,1,43,113575,6,Entertainment,1,2
871,0,63,122658,65,Engineer,6,2
872,1,62,151836,13,Artist,0,6
873,1,43,185900,80,Homemaker,9,4
874,1,34,94029,98,Healthcare,1,4
875,1,30,157290,22,Artist,2,2
876,0,97,175996,42,Entertainment,10,4
877,0,68,102016,37,Artist,0,4
878,0,16,77902,67,Artist,1,2
879,1,15,81138,86,Healthcare,9,7
880,0,25,128258,48,Executive,0,2
881,1,29,62475,24,Artist,6,4
882,1,85,82854,75,Artist,6,4
883,1,30,59284,38,Doctor,7,7
884,1,13,141580,92,Healthcare,0,4
885,1,88,171362,90,Executive,6,4
886,0,5,78274,65,Artist,9,2
887,1,95,76646,61,Artist,0,1
888,1,92,78308,66,Executive,5,2
889,1,63,78971,89,Engineer,1,2
890,1,75,65528,73,Marketing,1,5
891,0,67,94199,71,Artist,5,7
892,1,58,135705,48,Engineer,8,7
893,0,52,130573,31,Entertainment,8,3
894,1,85,152303,68,Artist,1,5
895,1,31,144582,89,Doctor,1,1
896,1,84,93288,60,Artist,10,6
897,1,93,88192,3,Marketing,10,2
898,0,18,62362,81,Lawyer,7,3
899,0,73,74350,39,Lawyer,10,1
900,0,3,144103,42,Healthcare,8,7
901,0,1,75518,17,Lawyer,7,3
902,0,53,160980,62,Doctor,4,2
903,1,75,102904,28,Artist,7,6
904,1,15,174501,37,,9,7
905,1,47,157661,57,Healthcare,6,6
906,1,66,118385,8,Healthcare,10,3
907,1,17,116463,100,Artist,8,4
908,1,1,161212,14,Artist,9,6
909,0,16,172601,50,Marketing,4,6
910,1,52,167214,94,Homemaker,8,7
911,0,21,69644,19,Artist,5,1
912,1,19,120215,46,Homemaker,7,2
913,1,29,180401,23,Engineer,7,6
914,1,40,113739,93,Artist,5,7
915,0,76,111717,41,Healthcare,1,2
916,0,91,62808,20,Engineer,0,4
917,1,24,67582,13,Artist,1,3
918,0,4,96543,60,Artist,9,1
919,0,90,89667,69,Artist,0,2
920,1,56,98980,65,Engineer,0,1
921,0,14,124998,17,Lawyer,1,3
922,0,52,189091,12,Artist,0,6
923,1,14,153842,3,Artist,1,3
924,0,30,106314,16,Artist,0,7
925,1,70,62901,60,Artist,8,5
926,0,14,149618,78,Healthcare,4,6
927,1,95,72068,97,Healthcare,0,6
928,0,25,81367,87,,0,3
929,1,95,118575,10,Entertainment,1,3
930,1,12,82382,97,Executive,1,3
931,0,82,114776,55,Entertainment,10,3
932,1,2,145597,81,Artist,1,6
933,0,51,162072,86,Engineer,1,1
934,0,63,172872,11,Healthcare,0,7
935,1,30,182162,6,Artist,1,3
936,1,68,71467,81,Artist,5,7
937,1,21,85568,1,Healthcare,0,6
938,1,99,56851,72,Entertainment,6,3
939,1,0,116782,73,Artist,9,5
940,1,80,67781,1,Entertainment,4,4
941,1,51,70152,29,Healthcare,0,2
942,0,18,185861,82,Artist,3,6
943,0,43,162595,17,Artist,3,3
944,1,29,80098,54,Lawyer,10,6
945,1,20,184801,8,Lawyer,1,1
946,1,39,58908,37,Artist,6,6
947,1,9,146011,69,Marketing,9,5
948,1,45,135174,39,Artist,9,4
949,1,65,114244,64,Artist,0,1
950,1,64,157207,52,Healthcare,0,4
951,1,81,128834,23,Entertainment,5,4
952,0,54,51166,24,Entertainment,0,7
953,1,32,130118,36,Artist,0,4
954,0,29,87014,71,Doctor,11,4
955,1,25,111379,93,Artist,0,2
956,0,5,83704,82,Entertainment,1,1
957,1,55,90558,49,Healthcare,8,2
958,0,12,187343,14,Healthcare,6,3
959,1,81,111174,48,Entertainment,9,6
960,0,87,64461,63,Engineer,4,4
961,0,12,109618,97,Artist,7,3
962,0,91,189357,4,Lawyer,7,1
963,1,63,120955,79,Artist,6,1
964,1,97,168898,54,Homemaker,8,7
965,0,89,130431,52,Healthcare,6,3
966,0,59,161091,56,Engineer,9,1
967,1,26,69988,2,Homemaker,5,4
968,1,5,169702,98,Doctor,5,1
969,0,32,186897,49,Healthcare,1,7
970,1,98,109061,41,Engineer,6,1
971,0,31,188620,30,Artist,3,6
972,1,59,108675,57,Artist,4,5
973,1,80,177601,34,Entertainment,0,2
974,1,12,87365,3,Marketing,1,2
975,0,80,95929,23,Engineer,0,2
976,0,59,97185,87,Entertainment,0,5
977,1,56,103838,17,Artist,1,2
978,0,18,129260,11,Doctor,1,3
979,1,66,151184,19,Artist,1,4
980,1,67,177512,62,Engineer,2,3
981,0,39,140099,51,Lawyer,0,7
982,0,23,67535,97,Healthcare,7,6
983,0,47,133236,61,Executive,1,6
984,1,41,87975,5,Homemaker,9,7
985,1,40,164350,23,Healthcare,0,5
986,0,36,55109,53,Artist,8,3
987,1,12,67613,40,Entertainment,1,2
988,1,60,185306,47,Entertainment,0,2
989,1,24,154787,84,Executive,3,5
990,1,17,109759,96,Artist,9,3
991,1,92,114571,51,Executive,1,3
992,0,32,130697,93,Artist,1,2
993,0,39,115916,24,Doctor,13,6
994,1,50,69814,53,Artist,9,2
995,1,85,118161,74,Engineer,0,4
996,0,65,56583,65,Healthcare,2,3
997,1,17,185843,36,Artist,4,3
998,1,31,171825,22,Entertainment,10,4
999,0,24,77976,95,Artist,11,3
1000,0,97,66312,75,Entertainment,0,1
1001,1,92,81839,11,Entertainment,0,4
1002,1,80,55712,5,Artist,5,6
1003,0,33,158335,45,Healthcare,2,5
1004,0,8,74253,45,Lawyer,1,6
1005,0,67,119625,3,Healthcare,4,4
1006,1,8,129743,6,Artist,0,2
1007,1,61,101007,60,Lawyer,0,6
1008,0,83,87529,49,Artist,9,7
1009,0,8,151648,98,Healthcare,8,6
1010,0,69,61637,67,,0,5
1011,0,14,164659,59,Entertainment,1,6
1012,1,80,125623,62,Executive,0,4
1013,1,85,104054,22,Artist,8,4
1014,0,88,83535,56,Artist,1,5
1015,1,76,166245,13,Executive,7,3
1016,1,32,100890,60,Entertainment,4,4
1017,1,99,55972,83,Entertainment,1,7
1018,1,85,134282,39,Artist,2,5
1019,1,25,106669,22,Lawyer,1,7
1020,1,99,145777,94,Executive,1,5
1021,0,41,119259,91,Healthcare,1,5
1022,1,1,150174,59,Artist,2,2
1023,1,45,55472,51,Healthcare,1,3
1024,0,55,99423,82,Healthcare,0,5
1025,1,20,146221,25,Marketing,0,3
1026,1,33,84238,31,Artist,1,2
1027,0,92,57032,75,Entertainment,1,5
1028,0,93,88811,52,Engineer,0,4
1029,0,60,167420,38,Artist,5,2
1030,0,38,101846,17,Doctor,3,2
1031,0,15,114061,87,Artist,2,5
1032,0,74,147449,16,Artist,1,5
1033,1,47,83043,76,Executive,0,1
1034,1,96,168990,81,Doctor,9,5
1035,0,97,73867,65,Healthcare,4,5
1036,1,35,165772,51,Healthcare,1,4
1037,1,19,178217,38,Marketing,0,3
1038,0,60,162612,98,Engineer,1,6
1039,0,37,99872,53,Entertainment,11,3
1040,1,49,142566,77,Artist,1,7
1041,1,1,111424,80,Entertainment,8,5
1042,0,43,187841,38,Artist,1,4
1043,1,46,171921,50,Artist,1,6
1044,1,65,115299,87,Artist,6,3
1045,0,75,94129,27,Healthcare,6,7
1046,0,40,172378,39,Entertainment,5,6
1047,0,28,146597,31,Engineer,1,4
1048,1,78,64057,44,Doctor,0,3
1049,1,22,163585,49,Artist,9,5
1050,0,6,93186,83,Entertainment,1,3
1051,0,46,149764,1,Entertainment,0,6
1052,0,17,116822,84,Doctor,1,3
1053,1,46,109346,37,Entertainment,1,2
1054,1,72,111587,99,Artist,7,4
1055,1,38,166644,66,Artist,8,6
1056,1,50,181270,56,Artist,1,1
1057,0,47,65207,81,Healthcare,1,2
1058,1,72,112146,21,Homemaker,8,4
1059,0,8,104953,57,Doctor,1,6
1060,1,34,139009,24,Artist,0,4
1061,1,53,67916,82,Healthcare,0,6
1062,1,82,99983,88,Executive,0,1
1063,0,63,131122,40,Artist,9,6
1064,1,58,173190,37,Doctor,9,4
1065,0,23,122712,21,Marketing,1,1
1066,1,80,55792,30,Artist,1,6
1067,0,45,73892,45,Doctor,1,4
1068,1,30,78821,46,,1,4
1069,1,84,152475,12,Artist,0,7
1070,0,45,152226,87,Artist,4,4
1071,0,85,117679,18,Entertainment,1,3
1072,0,23,146473,87,Artist,1,4
1073,0,79,66051,75,Healthcare,1,7
1074,0,47,162332,72,Entertainment,1,5
1075,1,93,166018,71,Doctor,0,3
1076,1,95,67398,81,Entertainment,2,5
1077,0,44,73760,70,Entertainment,1,6
1078,0,95,167578,66,Entertainment,0,1
1079,0,28,130267,45,Engineer,8,4
1080,0,91,94846,95,Engineer,0,5
1081,1,81,155396,1,Engineer,9,5
1082,1,90,138013,16,Artist,8,7
1083,0,79,148286,77,Entertainment,0,4
1084,1,6,101031,28,Artist,1,1
1085,1,38,52884,24,Lawyer,1,1
1086,0,87,153230,15,Healthcare,8,1
1087,1,93,63261,13,Engineer,1,7
1088,0,44,90167,84,Engineer,0,3
1089,1,10,162076,78,,0,3
1090,1,84,53622,27,Artist,0,3
1091,1,7,172913,94,Executive,3,4
1092,1,41,94316,86,Artist,0,6
1093,0,87,141383,3,,7,5
1094,1,33,67874,55,Artist,0,2
1095,1,34,176554,62,Healthcare,1,2
1096,1,53,135341,56,Healthcare,10,2
1097,1,47,129019,57,Healthcare,0,3
1098,0,53,107879,3,Doctor,1,6
1099,0,92,79531,4,Artist,1,1
1100,0,89,63379,59,Artist,12,7
1101,1,27,156258,54,Entertainment,0,4
1102,0,70,67874,41,Entertainment,9,3
1103,1,86,159964,57,Engineer,5,6
1104,1,99,103706,50,Entertainment,1,2
1105,1,96,64713,84,Entertainment,2,7
1106,1,65,90414,55,Artist,1,5
1107,1,82,171100,34,Executive,0,5
1108,0,36,187305,85,Engineer,6,7
1109,1,30,139758,46,Lawyer,0,6
1110,1,96,91226,56,Healthcare,0,5
1111,1,69,143928,30,Engineer,9,7
1112,1,34,92366,14,Healthcare,0,6
1113,0,74,175041,25,Artist,4,1
1114,0,97,147301,93,Lawyer,1,5
1115,0,56,119296,49,Engineer,0,7
1116,1,30,126306,44,Artist,0,1
1117,0,13,100647,49,Executive,1,3
1118,1,95,168663,16,Engineer,11,5
1119,1,2,105391,42,Executive,1,7
1120,1,78,175179,43,Executive,9,4
1121,1,54,165019,12,Entertainment,1,2
1122,1,85,68212,26,Healthcare,7,4
1123,0,13,64572,71,Artist,1,2
1124,1,85,92591,99,Artist,8,2
1125,1,41,69730,97,Artist,1,4
1126,1,25,156793,57,Marketing,2,4
1127,1,74,56848,41,Artist,5,1
1128,0,8,148450,55,Healthcare,0,6
1129,0,62,150619,32,Artist,10,6
1130,0,52,100261,10,Artist,1,6
1131,1,36,109895,56,Healthcare,5,2
1132,0,11,152684,24,Lawyer,0,3
1133,1,84,133765,83,Artist,1,3
1134,1,99,57677,99,Lawyer,0,5
1135,1,51,112358,27,Artist,0,6
1136,1,57,73845,52,Artist,1,7
1137,0,92,89531,42,Healthcare,6,2
1138,0,29,118092,100,Entertainment,7,3
1139,0,62,144242,49,Entertainment,1,4
1140,1,43,140876,90,Entertainment,0,4
1141,0,72,76888,26,Marketing,0,1
1142,1,28,116644,88,Artist,6,3
1143,1,57,143021,3,Executive,5,4
1144,1,86,145679,91,Lawyer,9,6
1145,1,26,64398,7,Lawyer,1,6
1146,1,13,104512,40,Marketing,9,3
1147,0,1,71564,68,Artist,1,5
1148,1,89,122707,64,Homemaker,2,3
1149,1,91,51733,96,Healthcare,0,5
1150,1,67,138087,63,Marketing,1,7
1151,0,63,147278,51,Lawyer,0,4
1152,1,90,187339,62,Healthcare,0,6
1153,1,87,129972,97,Executive,1,6
1154,1,89,151176,55,Healthcare,1,2
1155,1,34,74358,60,Artist,0,6
1156,0,89,83953,82,Healthcare,0,3
1157,0,31,62925,24,Engineer,1,6
1158,0,55,65257,93,Doctor,2,3
1159,1,3,188557,4,Healthcare,9,2
1160,0,64,163783,84,Healthcare,3,1
1161,1,1,108342,97,Doctor,0,3
1162,1,20,155951,21,Healthcare,7,4
1163,1,18,183071,29,Artist,7,4
1164,1,83,124104,20,Healthcare,4,6
1165,1,21,136747,3,Healthcare,1,1
1166,0,19,189498,18,Artist,4,1
1167,1,74,76149,48,Artist,9,6
1168,1,44,185550,54,Artist,0,1
1169,1,52,119567,19,Artist,5,2
1170,1,14,79806,30,Engineer,1,6
1171,0,10,180774,66,Entertainment,1,5
1172,1,80,90142,50,Lawyer,1,2
1173,1,82,184481,84,Executive,0,2
1174,1,32,66089,75,Artist,6,3
1175,1,16,60044,83,Artist,4,1
1176,0,61,52543,23,Executive,0,6
1177,0,57,50429,23,Artist,0,1
1178,0,95,178228,45,Engineer,1,2
1179,1,38,161130,98,Artist,8,3
1180,0,70,87976,38,Lawyer,1,6
1181,1,40,179150,91,Artist,5,2
1182,1,92,163442,32,Executive,1,6
1183,1,73,108159,18,Entertainment,8,7
1184,1,62,73419,14,Healthcare,0,1
1185,1,12,138425,78,Doctor,11,6
1186,0,65,54431,93,Healthcare,1,7
1187,1,88,168437,81,Artist,2,2
1188,1,55,71322,54,Entertainment,1,6
1189,1,99,122548,14,,2,5
1190,1,20,141428,32,Entertainment,1,5
1191,0,97,142214,32,Artist,7,4
1192,1,93,62590,43,Artist,9,6
1193,0,84,172523,83,Artist,6,2
1194,1,16,157588,76,Executive,2,6
1195,1,10,143313,57,Doctor,4,7
1196,1,59,119833,38,Doctor,1,2
1197,1,54,70803,35,Entertainment,0,5
1198,0,82,139008,47,Artist,1,4
1199,0,83,126669,53,Artist,1,6
1200,0,87,122722,10,Executive,9,4
1201,0,1,79800,47,Artist,0,1
1202,0,89,100155,5,Healthcare,6,1
1203,1,32,110846,49,Artist,0,2
1204,1,1,106841,69,Entertainment,0,3
1205,1,54,117181,66,Doctor,12,5
1206,1,56,86898,76,Healthcare,0,6
1207,1,31,143241,81,Executive,4,7
1208,1,26,146028,33,Healthcare,0,5
1209,0,7,165287,65,Doctor,1,3
1210,1,60,132486,9,Artist,1,2
1211,0,92,96424,74,Artist,8,5
1212,1,93,151468,41,Artist,1,5
1213,1,8,76561,79,Healthcare,0,1
1214,1,81,125316,81,Lawyer,0,6
1215,0,21,109373,22,Entertainment,4,2
1216,0,96,135042,12,Artist,0,7
1217,1,78,59784,81,Artist,3,3
1218,0,86,140687,63,Artist,1,2
1219,0,1,182927,55,Healthcare,1,1
1220,1,62,175534,44,Artist,1,6
1221,0,68,170957,6,Lawyer,1,3
1222,0,70,81197,76,Artist,0,4
1223,1,21,104888,8,Healthcare,0,4
1224,0,74,184838,18,,8,5
1225,1,62,139588,66,Executive,0,2
1226,0,22,126543,45,Homemaker,0,3
1227,1,87,177260,45,Entertainment,14,2
1228,0,44,156823,42,Healthcare,9,5
1229,1,27,183201,52,Engineer,8,6
1230,1,95,84925,46,Artist,4,6
1231,0,89,69719,47,Artist,9,2
1232,1,41,61355,13,Healthcare,1,3
1233,0,41,156014,49,Doctor,14,5
1234,0,21,184088,21,Entertainment,11,7
1235,1,59,158372,98,Artist,1,1
1236,1,64,135742,67,Healthcare,1,7
1237,1,38,145704,82,Marketing,0,4
1238,1,70,157307,23,Executive,4,3
1239,1,25,88064,73,Executive,1,5
1240,1,3,167226,59,Homemaker,3,1
1241,1,70,153821,8,Marketing,1,4
1242,0,29,170669,78,Doctor,9,5
1243,0,88,93555,13,Artist,3,3
1244,1,20,101941,18,Healthcare,1,3
1245,1,58,78795,44,Engineer,0,6
1246,1,70,55875,94,Engineer,0,5
1247,1,44,177513,81,Lawyer,1,5
1248,1,87,100850,83,Doctor,0,3
1249,1,0,143082,63,Entertainment,0,7
1250,1,96,85447,4,Artist,9,6
1251,1,75,114213,33,Doctor,9,4
1252,0,14,161120,69,Executive,0,1
1253,1,8,186682,86,Entertainment,1,1
1254,0,58,105302,75,Doctor,0,3
1255,1,5,133400,47,Engineer,0,6
1256,0,70,56432,23,Engineer,0,5
1257,1,49,136467,72,Healthcare,3,3
1258,0,60,189945,20,Engineer,0,5
1259,1,25,163966,48,Lawyer,1,5
1260,0,47,52152,17,Artist,0,3
1261,0,53,145720,62,Homemaker,12,7
1262,0,24,188034,61,Healthcare,1,5
1263,1,46,127911,3,Homemaker,9,2
1264,1,70,174114,31,Lawyer,1,1
1265,0,53,144489,10,Artist,14,3
1266,0,63,77440,47,Lawyer,0,5
1267,1,24,86119,44,Artist,1,6
1268,1,5,100056,49,Entertainment,1,3
1269,0,7,66686,50,Artist,8,7
1270,1,71,74696,41,Doctor,1,6
1271,0,23,65641,50,Entertainment,4,5
1272,1,0,61228,81,Entertainment,1,6
1273,1,2,138529,87,Healthcare,0,4
1274,1,72,152405,4,Artist,1,4
1275,0,18,157757,84,Doctor,0,4
1276,0,11,166361,59,Engineer,6,4
1277,1,95,67227,30,Artist,1,7
1278,0,20,161156,88,Engineer,0,4
1279,1,58,170647,70,Healthcare,1,7
1280,1,67,161646,36,Healthcare,0,2
1281,0,43,98016,18,Healthcare,9,6
1282,0,36,50526,19,Artist,0,6
1283,0,2,175208,43,Executive,8,4
1284,1,35,97721,48,Engineer,0,7
1285,1,81,142013,81,Entertainment,3,4
1286,0,84,166737,76,Artist,0,3
1287,1,18,62651,13,Entertainment,0,2
1288,1,54,179546,4,Homemaker,8,4
1289,1,98,51866,81,Artist,12,7
1290,1,75,86297,42,Executive,9,4
1291,1,98,65031,23,Artist,0,4
1292,0,94,69383,25,Entertainment,0,2
1293,0,24,70733,63,Artist,5,3
1294,1,47,187898,89,Artist,6,2
1295,1,40,116001,55,Engineer,1,4
1296,0,68,87040,4,Artist,9,1
1297,1,18,180956,74,Artist,2,2
1298,1,83,115517,82,Healthcare,0,6
1299,0,34,76979,46,Lawyer,1,3
1300,0,81,50798,56,Artist,10,5
1301,1,61,146350,43,Artist,1,3
1302,1,77,81112,61,Healthcare,5,3
1303,0,52,80605,20,Doctor,1,6
1304,0,40,171949,11,Doctor,1,6
1305,0,93,159006,26,Artist,8,6
1306,1,45,177368,96,Healthcare,1,2
1307,1,83,187643,3,Artist,1,1
1308,0,23,93841,25,Lawyer,0,7
1309,0,15,131061,92,Healthcare,0,7
1310,0,79,146130,20,Entertainment,6,6
1311,0,80,84471,79,Doctor,1,5
1312,1,35,144485,15,Entertainment,0,4
1313,1,39,158638,78,Healthcare,2,5
1314,0,4,96693,28,Entertainment,0,4
1315,1,83,129507,93,Healthcare,4,7
1316,1,94,114510,39,Healthcare,0,4
1317,1,33,109396,17,,1,2
1318,1,12,149031,96,Artist,10,5
1319,1,77,66256,13,Lawyer,1,2
1320,1,48,118285,69,Doctor,8,4
1321,0,97,128723,58,Artist,4,5
1322,1,28,178285,91,Artist,4,7
1323,1,99,144176,74,Marketing,7,2
1324,0,27,82474,31,Artist,9,3
1325,1,95,159010,84,Lawyer,6,2
1326,1,6,76164,83,Artist,6,2
1327,0,18,77873,49,Executive,6,5
1328,0,42,53392,89,Artist,6,4
1329,0,50,168898,41,Artist,9,7
1330,0,86,128917,7,Homemaker,5,5
1331,0,69,185067,49,Lawyer,5,4
1332,0,23,132183,76,Artist,10,3
1333,1,82,82060,46,Healthcare,7,1
1334,1,97,133614,58,Artist,7,4
1335,0,42,94844,64,,7,6
1336,1,75,76474,5,Doctor,5,5
1337,1,14,94655,9,Healthcare,8,1
1338,0,3,60933,30,Doctor,8,1
1339,0,16,79257,82,Healthcare,6,2
1340,1,45,125677,36,Entertainment,5,2
1341,1,23,127971,56,Artist,1,5
1342,0,38,76103,62,Executive,9,3
1343,1,45,114741,96,Artist,0,5
1344,1,82,157994,92,Artist,1,1
1345,0,73,93786,44,Entertainment,3,1
1346,0,36,75178,41,Entertainment,1,7
1347,0,13,175267,81,Healthcare,1,4
1348,1,96,99263,100,Healthcare,8,1
1349,1,83,52590,3,Healthcare,0,4
1350,0,33,170959,75,Artist,0,4
1351,0,68,135076,60,Engineer,1,5
1352,0,88,167112,34,Lawyer,0,1
1353,1,87,184639,12,Doctor,1,6
1354,1,88,172369,80,Artist,6,6
1355,1,43,124256,67,Marketing,1,7
1356,1,64,89972,92,Artist,10,6
1357,0,96,67799,42,Entertainment,1,6
1358,1,72,176074,70,Doctor,1,7
1359,0,48,167517,27,Artist,2,7
1360,1,64,77914,11,Artist,1,6
1361,1,8,57605,81,Doctor,0,2
1362,1,52,86365,70,Engineer,1,7
1363,0,3,93883,39,Healthcare,1,2
1364,1,44,131091,62,Artist,4,1
1365,0,14,87222,14,Healthcare,8,4
1366,1,50,117076,45,Doctor,1,2
1367,0,53,150925,1,Healthcare,1,2
1368,1,31,149379,100,Lawyer,0,3
1369,1,31,138644,94,Engineer,4,3
1370,0,97,148493,42,Doctor,4,7
1371,0,27,84658,66,Lawyer,4,6
1372,0,2,111618,99,Lawyer,6,5
1373,0,81,108759,60,Artist,7,6
1374,0,64,186203,73,Artist,10,5
1375,1,11,147258,59,Lawyer,10,2
1376,1,78,132983,67,Healthcare,7,7
1377,0,72,149092,39,Engineer,8,1
1378,0,36,163845,84,Doctor,5,7
1379,0,97,117777,67,Artist,5,5
1380,0,88,131584,18,Artist,7,3
1381,1,21,123904,91,Artist,7,5
1382,1,62,89801,88,Artist,5,4
1383,0,73,173466,57,Entertainment,10,5
1384,1,34,55690,4,Marketing,4,6
1385,1,50,104467,72,,5,1
1386,0,39,100419,19,Artist,5,4
1387,1,82,62951,47,Lawyer,8,2
1388,0,39,118554,1,Lawyer,4,6
1389,1,13,140673,49,Artist,6,7
1390,1,68,75561,87,Healthcare,5,3
1391,1,77,147306,50,Healthcare,6,6
